count, time, location_pos_x, location_pos_y, location_pos_z, location_roll, location_pitch, location_yaw, 
1, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.004, 
2, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.004, 
3, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.004, 
4, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.004, 
5, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.004, 
6, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.003, 
7, 0,  0.034, -0.030,  0.000,  0.000,  0.000, -0.003, 
8, 0,  0.035, -0.030,  0.000,  0.000,  0.000, -0.003, 
9, 0,  0.093, -0.030,  0.000,  0.000,  0.000, -0.003, 
10, 0,  0.269, -0.027,  0.000,  0.000, -0.000,  0.014, 
11, 0,  0.530, -0.016,  0.000,  0.000, -0.000,  0.032, 
12, 0,  0.915, -0.007,  0.000,  0.000, -0.000,  0.023, 
13, 0,  1.296,  0.000,  0.000,  0.000, -0.000,  0.016, 
14, 0,  1.686,  0.007,  0.000,  0.000, -0.000,  0.019, 
15, 0,  2.071,  0.014,  0.000,  0.000, -0.000,  0.017, 
16, 0,  2.458,  0.015,  0.000,  0.000, -0.000,  0.001, 
17, 0,  2.847,  0.007,  0.000,  0.000,  0.000, -0.023, 
18, 0,  3.236, -0.008,  0.000,  0.000,  0.000, -0.039, 
19, 0,  3.623, -0.019,  0.000,  0.000,  0.000, -0.024, 
20, 0,  4.016, -0.026,  0.000,  0.000,  0.000, -0.016, 
21, 0,  4.409, -0.019,  0.000,  0.000, -0.000,  0.023, 
22, 0,  4.793, -0.007,  0.000,  0.000, -0.000,  0.029, 
23, 0,  5.186,  0.002,  0.000,  0.000, -0.000,  0.021, 
24, 0,  5.577,  0.007,  0.000,  0.000, -0.000,  0.014, 
25, 0,  5.971,  0.013,  0.000,  0.000, -0.000,  0.015, 
26, 0,  6.364,  0.014,  0.000,  0.000, -0.000,  0.005, 
27, 0,  6.756,  0.017,  0.000,  0.000, -0.000,  0.009, 
28, 0,  7.147,  0.022,  0.000,  0.000, -0.000,  0.012, 
29, 0,  7.539,  0.009,  0.000,  0.000,  0.000, -0.039, 
30, 0,  7.932, -0.021,  0.000,  0.000,  0.000, -0.068, 
31, 0,  8.329, -0.042,  0.000,  0.000,  0.000, -0.049, 
32, 0,  8.727, -0.061,  0.000,  0.000,  0.000, -0.053, 
33, 0,  9.123, -0.087,  0.000,  0.000,  0.000, -0.067, 
34, 0,  9.520, -0.116,  0.000,  0.000,  0.000, -0.071, 
35, 0,  9.903, -0.140,  0.000,  0.000,  0.000, -0.063, 
36, 0, 10.300, -0.165,  0.000,  0.000,  0.000, -0.060, 
37, 0, 10.694, -0.190,  0.000,  0.000,  0.000, -0.063, 
38, 0, 11.098, -0.212,  0.000,  0.000,  0.000, -0.051, 
39, 0, 11.494, -0.228,  0.000,  0.000,  0.000, -0.038, 
40, 0, 11.893, -0.235,  0.000,  0.000,  0.000, -0.014, 
41, 0, 12.283, -0.229,  0.000,  0.000, -0.000,  0.012, 
42, 0, 12.681, -0.222,  0.000,  0.000, -0.000,  0.020, 
43, 0, 13.078, -0.215,  0.000,  0.000, -0.000,  0.020, 
44, 0, 13.479, -0.201,  0.000,  0.000, -0.000,  0.036, 
45, 0, 13.877, -0.185,  0.000,  0.000, -0.000,  0.039, 
46, 0, 14.280, -0.175,  0.000,  0.000, -0.000,  0.021, 
47, 0, 14.683, -0.182,  0.000,  0.000,  0.000, -0.024, 
48, 0, 15.075, -0.229,  0.000,  0.000,  0.000, -0.105, 
49, 0, 15.465, -0.277,  0.000,  0.000,  0.000, -0.125, 
50, 0, 15.863, -0.331,  0.000,  0.000,  0.000, -0.133, 
51, 0, 16.263, -0.385,  0.000,  0.000,  0.000, -0.134, 
52, 0, 16.661, -0.434,  0.000,  0.000,  0.000, -0.121, 
53, 0, 17.070, -0.478,  0.000,  0.000,  0.000, -0.106, 
54, 0, 17.464, -0.515,  0.000,  0.000,  0.000, -0.091, 
55, 0, 17.856, -0.530,  0.000,  0.000,  0.000, -0.027, 
56, 0, 18.259, -0.520,  0.000,  0.000, -0.000,  0.028, 
57, 0, 18.664, -0.509,  0.000,  0.000, -0.000,  0.022, 
58, 0, 19.067, -0.501,  0.000,  0.000, -0.000,  0.023, 
59, 0, 19.471, -0.491,  0.000,  0.000, -0.000,  0.023, 
60, 0, 19.873, -0.481,  0.000,  0.000, -0.000,  0.024, 
61, 0, 20.276, -0.480,  0.000,  0.000,  0.000, -0.001, 
62, 0, 20.678, -0.489,  0.000,  0.000,  0.000, -0.018, 
63, 0, 21.078, -0.493,  0.000,  0.000,  0.000, -0.014, 
64, 0, 21.477, -0.500,  0.000,  0.000,  0.000, -0.015, 
65, 0, 21.874, -0.505,  0.000,  0.000,  0.000, -0.012, 
66, 0, 22.272, -0.511,  0.000,  0.000,  0.000, -0.015, 
67, 0, 22.669, -0.521,  0.000,  0.000,  0.000, -0.022, 
68, 0, 23.065, -0.530,  0.000,  0.000,  0.000, -0.024, 
69, 0, 23.460, -0.537,  0.000,  0.000,  0.000, -0.015, 
70, 0, 23.855, -0.542,  0.000,  0.000,  0.000, -0.013, 
71, 0, 24.252, -0.557,  0.000,  0.000,  0.000, -0.041, 
72, 0, 24.639, -0.577,  0.000,  0.000,  0.000, -0.049, 
73, 0, 25.035, -0.593,  0.000,  0.000,  0.000, -0.039, 
74, 0, 25.431, -0.603,  0.000,  0.000,  0.000, -0.027, 
75, 0, 25.828, -0.613,  0.000,  0.000,  0.000, -0.026, 
76, 0, 26.224, -0.632,  0.000,  0.000,  0.000, -0.049, 
77, 0, 26.623, -0.650,  0.000,  0.000,  0.000, -0.046, 
78, 0, 27.021, -0.670,  0.000,  0.000,  0.000, -0.046, 
79, 0, 27.408, -0.694,  0.000,  0.000,  0.000, -0.065, 
80, 0, 27.804, -0.725,  0.000,  0.000,  0.000, -0.077, 
81, 0, 28.206, -0.751,  0.000,  0.000,  0.000, -0.060, 
82, 0, 28.592, -0.769,  0.000,  0.000,  0.000, -0.047, 
83, 0, 28.983, -0.786,  0.000,  0.000,  0.000, -0.046, 
84, 0, 29.367, -0.803,  0.000,  0.000,  0.000, -0.044, 
85, 0, 29.756, -0.823,  0.000,  0.000,  0.000, -0.051, 
86, 0, 30.145, -0.837,  0.000,  0.000,  0.000, -0.036, 
87, 0, 30.535, -0.849,  0.000,  0.000,  0.000, -0.025, 
88, 0, 30.929, -0.855,  0.000,  0.000,  0.000, -0.020, 
89, 0, 31.328, -0.863,  0.000,  0.000,  0.000, -0.022, 
90, 0, 31.727, -0.878,  0.000,  0.000,  0.000, -0.040, 
91, 0, 32.127, -0.897,  0.000,  0.000,  0.000, -0.043, 
92, 0, 32.519, -0.910,  0.000,  0.000,  0.000, -0.031, 
93, 0, 32.915, -0.918,  0.000,  0.000,  0.000, -0.021, 
94, 0, 33.306, -0.919,  0.000,  0.000,  0.000, -0.004, 
95, 0, 33.713, -0.922,  0.000,  0.000,  0.000, -0.005, 
96, 0, 34.086, -0.923,  0.000,  0.000,  0.000, -0.008, 
97, 0, 34.495, -0.936,  0.000,  0.000,  0.000, -0.031, 
98, 0, 34.886, -0.956,  0.000,  0.000,  0.000, -0.053, 
99, 0, 35.283, -0.985,  0.000,  0.000,  0.000, -0.073, 
100, 0, 35.686, -1.019,  0.000,  0.000,  0.000, -0.085, 
101, 0, 36.064, -1.050,  0.000,  0.000,  0.000, -0.078, 
102, 0, 36.459, -1.074,  0.000,  0.000,  0.000, -0.055, 
103, 0, 36.857, -1.088,  0.000,  0.000,  0.000, -0.038, 
104, 0, 37.252, -1.105,  0.000,  0.000,  0.000, -0.043, 
105, 0, 37.645, -1.125,  0.000,  0.000,  0.000, -0.052, 
106, 0, 38.043, -1.159,  0.000,  0.000,  0.000, -0.082, 
107, 0, 38.430, -1.189,  0.000,  0.000,  0.000, -0.072, 
108, 0, 38.827, -1.211,  0.000,  0.000,  0.000, -0.059, 
109, 0, 39.224, -1.230,  0.000,  0.000,  0.000, -0.048, 
110, 0, 39.616, -1.254,  0.000,  0.000,  0.000, -0.067, 
111, 0, 40.018, -1.286,  0.000,  0.000,  0.000, -0.072, 
112, 0, 40.406, -1.308,  0.000,  0.000,  0.000, -0.059, 
113, 0, 40.798, -1.336,  0.000,  0.000,  0.000, -0.067, 
114, 0, 41.195, -1.356,  0.000,  0.000,  0.000, -0.050, 
115, 0, 41.588, -1.380,  0.000,  0.000,  0.000, -0.061, 
116, 0, 41.983, -1.404,  0.000,  0.000,  0.000, -0.063, 
117, 0, 42.379, -1.434,  0.000,  0.000,  0.000, -0.076, 
118, 0, 42.761, -1.465,  0.000,  0.000,  0.000, -0.080, 
119, 0, 43.154, -1.489,  0.000,  0.000,  0.000, -0.062, 
120, 0, 43.549, -1.509,  0.000,  0.000,  0.000, -0.047, 
121, 0, 43.943, -1.524,  0.000,  0.000,  0.000, -0.037, 
122, 0, 44.336, -1.540,  0.000,  0.000,  0.000, -0.041, 
123, 0, 44.729, -1.560,  0.000,  0.000,  0.000, -0.057, 
124, 0, 45.111, -1.596,  0.000,  0.000,  0.000, -0.093, 
125, 0, 45.502, -1.636,  0.000,  0.000,  0.000, -0.099, 
126, 0, 45.894, -1.668,  0.000,  0.000,  0.000, -0.086, 
127, 0, 46.292, -1.705,  0.000,  0.000,  0.000, -0.092, 
128, 0, 46.675, -1.741,  0.000,  0.000,  0.000, -0.092, 
129, 0, 47.072, -1.770,  0.000,  0.000,  0.000, -0.066, 
130, 0, 47.468, -1.791,  0.000,  0.000,  0.000, -0.053, 
131, 0, 47.861, -1.809,  0.000,  0.000,  0.000, -0.044, 
132, 0, 48.259, -1.816,  0.000,  0.000,  0.000, -0.016, 
133, 0, 48.633, -1.822,  0.000,  0.000,  0.000, -0.014, 
134, 0, 49.029, -1.821,  0.000,  0.000, -0.000,  0.002, 
135, 0, 49.430, -1.821,  0.000,  0.000,  0.000, -0.005, 
136, 0, 49.823, -1.841,  0.000,  0.000,  0.000, -0.055, 
137, 0, 50.215, -1.870,  0.000,  0.000,  0.000, -0.070, 
138, 0, 50.610, -1.892,  0.000,  0.000,  0.000, -0.053, 
139, 0, 50.998, -1.908,  0.000,  0.000,  0.000, -0.042, 
140, 0, 51.402, -1.924,  0.000,  0.000,  0.000, -0.048, 
141, 0, 51.791, -1.945,  0.000,  0.000,  0.000, -0.054, 
142, 0, 52.189, -1.969,  0.000,  0.000,  0.000, -0.062, 
143, 0, 52.587, -1.992,  0.000,  0.000,  0.000, -0.056, 
144, 0, 52.985, -2.016,  0.000,  0.000,  0.000, -0.059, 
145, 0, 53.380, -2.034,  0.000,  0.000,  0.000, -0.049, 
146, 0, 53.777, -2.057,  0.000,  0.000,  0.000, -0.056, 
147, 0, 54.157, -2.080,  0.000,  0.000,  0.000, -0.058, 
148, 0, 54.553, -2.096,  0.000,  0.000,  0.000, -0.042, 
149, 0, 54.957, -2.112,  0.000,  0.000,  0.000, -0.043, 
150, 0, 55.339, -2.133,  0.000,  0.000,  0.000, -0.050, 
151, 0, 55.726, -2.151,  0.000,  0.000,  0.000, -0.046, 
152, 0, 56.131, -2.164,  0.000,  0.000,  0.000, -0.032, 
153, 0, 56.521, -2.176,  0.000,  0.000,  0.000, -0.032, 
154, 0, 56.920, -2.193,  0.000,  0.000,  0.000, -0.041, 
155, 0, 57.315, -2.214,  0.000,  0.000,  0.000, -0.055, 
156, 0, 57.715, -2.245,  0.000,  0.000,  0.000, -0.076, 
157, 0, 58.116, -2.274,  0.000,  0.000,  0.000, -0.072, 
158, 0, 58.517, -2.291,  0.000,  0.000,  0.000, -0.042, 
159, 0, 58.910, -2.302,  0.000,  0.000,  0.000, -0.029, 
160, 0, 59.312, -2.306,  0.000,  0.000,  0.000, -0.007, 
161, 0, 59.711, -2.300,  0.000,  0.000, -0.000,  0.014, 
162, 0, 60.106, -2.294,  0.000,  0.000, -0.000,  0.014, 
163, 0, 60.501, -2.288,  0.000,  0.000, -0.000,  0.018, 
164, 0, 60.886, -2.278,  0.000,  0.000, -0.000,  0.027, 
165, 0, 61.281, -2.276,  0.000,  0.000, -0.000,  0.005, 
166, 0, 61.667, -2.278,  0.000,  0.000,  0.000, -0.009, 
167, 0, 62.057, -2.287,  0.000,  0.000,  0.000, -0.021, 
168, 0, 62.464, -2.296,  0.000,  0.000,  0.000, -0.025, 
169, 0, 62.864, -2.307,  0.000,  0.000,  0.000, -0.028, 
170, 0, 63.255, -2.322,  0.000,  0.000,  0.000, -0.039, 
171, 0, 63.654, -2.338,  0.000,  0.000,  0.000, -0.041, 
172, 0, 64.052, -2.357,  0.000,  0.000,  0.000, -0.049, 
173, 0, 64.450, -2.377,  0.000,  0.000,  0.000, -0.043, 
174, 0, 64.849, -2.383,  0.000,  0.000,  0.000, -0.018, 
175, 0, 65.247, -2.393,  0.000,  0.000,  0.000, -0.020, 
176, 0, 65.646, -2.406,  0.000,  0.000,  0.000, -0.038, 
177, 0, 66.045, -2.426,  0.000,  0.000,  0.000, -0.050, 
178, 0, 66.440, -2.445,  0.000,  0.000,  0.000, -0.049, 
179, 0, 66.836, -2.457,  0.000,  0.000,  0.000, -0.033, 
180, 0, 67.230, -2.474,  0.000,  0.000,  0.000, -0.041, 
181, 0, 67.624, -2.485,  0.000,  0.000,  0.000, -0.028, 
182, 0, 68.018, -2.504,  0.000,  0.000,  0.000, -0.050, 
183, 0, 68.417, -2.527,  0.000,  0.000,  0.000, -0.056, 
184, 0, 68.812, -2.547,  0.000,  0.000,  0.000, -0.046, 
185, 0, 69.212, -2.559,  0.000,  0.000,  0.000, -0.034, 
186, 0, 69.609, -2.561,  0.000,  0.000,  0.000, -0.007, 
187, 0, 69.998, -2.559,  0.000,  0.000, -0.000,  0.008, 
188, 0, 70.395, -2.550,  0.000,  0.000, -0.000,  0.024, 
189, 0, 70.793, -2.551,  0.000,  0.000,  0.000, -0.005, 
190, 0, 71.191, -2.558,  0.000,  0.000,  0.000, -0.021, 
191, 0, 71.574, -2.572,  0.000,  0.000,  0.000, -0.034, 
192, 0, 71.972, -2.586,  0.000,  0.000,  0.000, -0.034, 
193, 0, 72.365, -2.598,  0.000,  0.000,  0.000, -0.031, 
194, 0, 72.773, -2.607,  0.000,  0.000,  0.000, -0.020, 
195, 0, 73.171, -2.608,  0.000,  0.000,  0.000, -0.001, 
196, 0, 73.556, -2.581,  0.000,  0.000, -0.000,  0.091, 
197, 0, 73.950, -2.545,  0.000,  0.000, -0.000,  0.084, 
198, 0, 74.343, -2.506,  0.000,  0.000, -0.000,  0.103, 
199, 0, 74.737, -2.468,  0.000,  0.000, -0.000,  0.092, 
200, 0, 75.130, -2.431,  0.000,  0.000, -0.000,  0.096, 
201, 0, 75.525, -2.398,  0.000,  0.000, -0.000,  0.080, 
202, 0, 75.944, -2.372,  0.000,  0.000, -0.000,  0.063, 
203, 0, 76.318, -2.359,  0.000,  0.000, -0.000,  0.028, 
204, 0, 76.706, -2.368,  0.000,  0.000,  0.000, -0.023, 
205, 0, 77.102, -2.387,  0.000,  0.000,  0.000, -0.050, 
206, 0, 77.498, -2.421,  0.000,  0.000,  0.000, -0.085, 
207, 0, 77.891, -2.467,  0.000,  0.000,  0.000, -0.112, 
208, 0, 78.284, -2.513,  0.000,  0.000,  0.000, -0.121, 
209, 0, 78.677, -2.564,  0.000,  0.000,  0.000, -0.128, 
210, 0, 79.075, -2.624,  0.000,  0.000,  0.000, -0.158, 
211, 0, 79.451, -2.706,  0.000,  0.000,  0.000, -0.217, 
212, 0, 79.824, -2.826,  0.000,  0.000,  0.000, -0.324, 
213, 0, 80.176, -2.996,  0.000,  0.000,  0.000, -0.454, 
214, 0, 80.487, -3.221,  0.000,  0.000,  0.000, -0.627, 
215, 0, 80.757, -3.500,  0.000,  0.000,  0.000, -0.811, 
216, 0, 80.987, -3.819,  0.000,  0.000,  0.000, -0.941, 
217, 0, 81.189, -4.162,  0.000,  0.000,  0.000, -1.043, 
218, 0, 81.345, -4.524,  0.000,  0.000,  0.000, -1.175, 
219, 0, 81.458, -4.910,  0.000,  0.000,  0.000, -1.293, 
220, 0, 81.533, -5.281,  0.000,  0.000,  0.000, -1.366, 
221, 0, 81.595, -5.671,  0.000,  0.000,  0.000, -1.414, 
222, 0, 81.647, -6.054,  0.000,  0.000,  0.000, -1.439, 
223, 0, 81.673, -6.449,  0.000,  0.000,  0.000, -1.501, 
224, 0, 81.694, -6.856,  0.000,  0.000,  0.000, -1.522, 
225, 0, 81.700, -7.246,  0.000,  0.000,  0.000, -1.558, 
226, 0, 81.687, -7.645,  0.000,  0.000,  0.000, -1.610, 
227, 0, 81.666, -8.042,  0.000,  0.000,  0.000, -1.621, 
228, 0, 81.647, -8.448,  0.000,  0.000,  0.000, -1.617, 
229, 0, 81.633, -8.833,  0.000,  0.000,  0.000, -1.603, 
230, 0, 81.627, -9.232,  0.000,  0.000,  0.000, -1.586, 
231, 0, 81.625, -9.642,  0.000,  0.000,  0.000, -1.575, 
232, 0, 81.629, -10.036,  0.000,  0.000,  0.000, -1.562, 
233, 0, 81.635, -10.436,  0.000,  0.000,  0.000, -1.553, 
234, 0, 81.650, -10.827,  0.000,  0.000,  0.000, -1.532, 
235, 0, 81.667, -11.234,  0.000,  0.000,  0.000, -1.531, 
236, 0, 81.680, -11.619,  0.000,  0.000,  0.000, -1.536, 
237, 0, 81.694, -12.017,  0.000,  0.000,  0.000, -1.537, 
238, 0, 81.702, -12.414,  0.000,  0.000,  0.000, -1.545, 
239, 0, 81.712, -12.808,  0.000,  0.000,  0.000, -1.547, 
240, 0, 81.721, -13.200,  0.000,  0.000,  0.000, -1.548, 
241, 0, 81.723, -13.584,  0.000,  0.000,  0.000, -1.567, 
242, 0, 81.697, -13.954,  0.000,  0.000,  0.000, -1.665, 
243, 0, 81.595, -14.331,  0.000,  0.000,  0.000, -1.842, 
244, 0, 81.471, -14.704,  0.000,  0.000,  0.000, -1.896, 
245, 0, 81.351, -15.073,  0.000,  0.000,  0.000, -1.883, 
246, 0, 81.234, -15.448,  0.000,  0.000,  0.000, -1.871, 
247, 0, 81.120, -15.822,  0.000,  0.000,  0.000, -1.865, 
248, 0, 81.009, -16.198,  0.000,  0.000,  0.000, -1.857, 
249, 0, 80.898, -16.575,  0.000,  0.000,  0.000, -1.857, 
250, 0, 80.784, -16.951,  0.000,  0.000,  0.000, -1.868, 
251, 0, 80.661, -17.320,  0.000,  0.000,  0.000, -1.896, 
252, 0, 80.520, -17.686,  0.000,  0.000,  0.000, -1.936, 
253, 0, 80.379, -18.054,  0.000,  0.000,  0.000, -1.934, 
254, 0, 80.236, -18.422,  0.000,  0.000,  0.000, -1.945, 
255, 0, 80.093, -18.791,  0.000,  0.000,  0.000, -1.941, 
256, 0, 79.950, -19.161,  0.000,  0.000,  0.000, -1.939, 
257, 0, 79.814, -19.518,  0.000,  0.000,  0.000, -1.933, 
258, 0, 79.677, -19.881,  0.000,  0.000,  0.000, -1.935, 
259, 0, 79.531, -20.250,  0.000,  0.000,  0.000, -1.947, 
260, 0, 79.391, -20.615,  0.000,  0.000,  0.000, -1.935, 
261, 0, 79.252, -20.988,  0.000,  0.000,  0.000, -1.928, 
262, 0, 79.115, -21.361,  0.000,  0.000,  0.000, -1.922, 
263, 0, 78.981, -21.742,  0.000,  0.000,  0.000, -1.905, 
264, 0, 78.858, -22.115,  0.000,  0.000,  0.000, -1.892, 
265, 0, 78.737, -22.494,  0.000,  0.000,  0.000, -1.881, 
266, 0, 78.620, -22.875,  0.000,  0.000,  0.000, -1.863, 
267, 0, 78.515, -23.259,  0.000,  0.000,  0.000, -1.837, 
268, 0, 78.425, -23.647,  0.000,  0.000,  0.000, -1.795, 
269, 0, 78.371, -24.041,  0.000,  0.000,  0.000, -1.701, 
270, 0, 78.332, -24.439,  0.000,  0.000,  0.000, -1.672, 
271, 0, 78.293, -24.828,  0.000,  0.000,  0.000, -1.672, 
272, 0, 78.250, -25.233,  0.000,  0.000,  0.000, -1.675, 
273, 0, 78.208, -25.631,  0.000,  0.000,  0.000, -1.673, 
274, 0, 78.168, -26.027,  0.000,  0.000,  0.000, -1.671, 
275, 0, 78.129, -26.423,  0.000,  0.000,  0.000, -1.671, 
276, 0, 78.092, -26.819,  0.000,  0.000,  0.000, -1.664, 
277, 0, 78.056, -27.207,  0.000,  0.000,  0.000, -1.662, 
278, 0, 78.016, -27.603,  0.000,  0.000,  0.000, -1.676, 
279, 0, 77.978, -28.000,  0.000,  0.000,  0.000, -1.663, 
280, 0, 77.939, -28.397,  0.000,  0.000,  0.000, -1.667, 
281, 0, 77.906, -28.795,  0.000,  0.000,  0.000, -1.654, 
282, 0, 77.876, -29.194,  0.000,  0.000,  0.000, -1.646, 
283, 0, 77.846, -29.592,  0.000,  0.000,  0.000, -1.642, 
284, 0, 77.825, -29.986,  0.000,  0.000,  0.000, -1.621, 
285, 0, 77.818, -30.386,  0.000,  0.000,  0.000, -1.588, 
286, 0, 77.815, -30.784,  0.000,  0.000,  0.000, -1.577, 
287, 0, 77.832, -31.177,  0.000,  0.000,  0.000, -1.515, 
288, 0, 77.904, -31.564,  0.000,  0.000,  0.000, -1.390, 
289, 0, 78.019, -31.939,  0.000,  0.000,  0.000, -1.283, 
290, 0, 78.143, -32.322,  0.000,  0.000,  0.000, -1.260, 
291, 0, 78.270, -32.703,  0.000,  0.000,  0.000, -1.249, 
292, 0, 78.397, -33.086,  0.000,  0.000,  0.000, -1.249, 
293, 0, 78.529, -33.463,  0.000,  0.000,  0.000, -1.235, 
294, 0, 78.664, -33.840,  0.000,  0.000,  0.000, -1.227, 
295, 0, 78.804, -34.225,  0.000,  0.000,  0.000, -1.219, 
296, 0, 78.943, -34.593,  0.000,  0.000,  0.000, -1.214, 
297, 0, 79.086, -34.968,  0.000,  0.000,  0.000, -1.203, 
298, 0, 79.231, -35.333,  0.000,  0.000,  0.000, -1.193, 
299, 0, 79.383, -35.706,  0.000,  0.000,  0.000, -1.184, 
300, 0, 79.523, -36.046,  0.000,  0.000,  0.000, -1.176, 
301, 0, 79.680, -36.415,  0.000,  0.000,  0.000, -1.173, 
302, 0, 79.839, -36.783,  0.000,  0.000,  0.000, -1.162, 
303, 0, 80.004, -37.149,  0.000,  0.000,  0.000, -1.149, 
304, 0, 80.159, -37.516,  0.000,  0.000,  0.000, -1.178, 
305, 0, 80.292, -37.887,  0.000,  0.000,  0.000, -1.226, 
306, 0, 80.424, -38.257,  0.000,  0.000,  0.000, -1.228, 
307, 0, 80.558, -38.632,  0.000,  0.000,  0.000, -1.226, 
308, 0, 80.700, -39.007,  0.000,  0.000,  0.000, -1.211, 
309, 0, 80.844, -39.379,  0.000,  0.000,  0.000, -1.197, 
310, 0, 80.995, -39.752,  0.000,  0.000,  0.000, -1.185, 
311, 0, 81.149, -40.121,  0.000,  0.000,  0.000, -1.172, 
312, 0, 81.308, -40.486,  0.000,  0.000,  0.000, -1.160, 
313, 0, 81.469, -40.854,  0.000,  0.000,  0.000, -1.158, 
314, 0, 81.630, -41.211,  0.000,  0.000,  0.000, -1.147, 
315, 0, 81.794, -41.568,  0.000,  0.000,  0.000, -1.139, 
316, 0, 81.951, -41.933,  0.000,  0.000,  0.000, -1.170, 
317, 0, 82.097, -42.304,  0.000,  0.000,  0.000, -1.203, 
318, 0, 82.238, -42.678,  0.000,  0.000,  0.000, -1.205, 
319, 0, 82.389, -43.047,  0.000,  0.000,  0.000, -1.180, 
320, 0, 82.544, -43.405,  0.000,  0.000,  0.000, -1.164, 
321, 0, 82.689, -43.774,  0.000,  0.000,  0.000, -1.202, 
322, 0, 82.833, -44.152,  0.000,  0.000,  0.000, -1.202, 
323, 0, 82.972, -44.516,  0.000,  0.000,  0.000, -1.203, 
324, 0, 83.123, -44.890,  0.000,  0.000,  0.000, -1.182, 
325, 0, 83.275, -45.246,  0.000,  0.000,  0.000, -1.165, 
326, 0, 83.439, -45.607,  0.000,  0.000,  0.000, -1.142, 
327, 0, 83.616, -45.971,  0.000,  0.000,  0.000, -1.117, 
328, 0, 83.794, -46.316,  0.000,  0.000,  0.000, -1.095, 
329, 0, 83.980, -46.669,  0.000,  0.000,  0.000, -1.091, 
330, 0, 84.145, -47.023,  0.000,  0.000,  0.000, -1.145, 
331, 0, 84.281, -47.395,  0.000,  0.000,  0.000, -1.216, 
332, 0, 84.415, -47.765,  0.000,  0.000,  0.000, -1.223, 
333, 0, 84.541, -48.127,  0.000,  0.000,  0.000, -1.236, 
334, 0, 84.678, -48.496,  0.000,  0.000,  0.000, -1.224, 
335, 0, 84.808, -48.865,  0.000,  0.000,  0.000, -1.229, 
336, 0, 84.944, -49.233,  0.000,  0.000,  0.000, -1.218, 
337, 0, 85.079, -49.600,  0.000,  0.000,  0.000, -1.214, 
338, 0, 85.219, -49.966,  0.000,  0.000,  0.000, -1.206, 
339, 0, 85.356, -50.332,  0.000,  0.000,  0.000, -1.216, 
340, 0, 85.479, -50.702,  0.000,  0.000,  0.000, -1.255, 
341, 0, 85.600, -51.075,  0.000,  0.000,  0.000, -1.257, 
342, 0, 85.725, -51.449,  0.000,  0.000,  0.000, -1.246, 
343, 0, 85.856, -51.821,  0.000,  0.000,  0.000, -1.233, 
344, 0, 85.990, -52.191,  0.000,  0.000,  0.000, -1.221, 
